时间,报警阈值(米),报警点名称,报警点X(米),报警点Y(米),报警点Z(米),标签X(米),标签Y(米),标签Z(米),标签号
22:10.6,0.4,墙壁电源,2.44,2.57,0.97,2.299,2.223,0.909,T0
22:10.7,0.4,墙壁电源,2.44,2.57,0.97,2.293,2.286,0.882,T0
22:10.8,0.4,墙壁电源,2.44,2.57,0.97,2.283,2.351,0.847,T0
22:10.9,0.4,墙壁电源,2.44,2.57,0.97,2.275,2.409,0.81,T0
22:11.1,0.4,墙壁电源,2.44,2.57,0.97,2.264,2.466,0.773,T0
22:11.2,0.4,墙壁电源,2.44,2.57,0.97,2.319,2.445,0.752,T0
22:11.3,0.4,墙壁电源,2.44,2.57,0.97,2.329,2.479,0.727,T0
22:11.4,0.4,墙壁电源,2.44,2.57,0.97,2.353,2.485,0.741,T0
22:11.5,0.4,墙壁电源,2.44,2.57,0.97,2.383,2.48,0.778,T0
22:11.6,0.4,墙壁电源,2.44,2.57,0.97,2.414,2.468,0.828,T0
22:11.7,0.4,墙壁电源,2.44,2.57,0.97,2.445,2.449,0.887,T0
22:11.8,0.4,墙壁电源,2.44,2.57,0.97,2.409,2.512,0.924,T0
22:11.9,0.4,墙壁电源,2.44,2.57,0.97,2.443,2.49,0.986,T0
22:12.0,0.4,墙壁电源,2.44,2.57,0.97,2.482,2.472,1.035,T0
22:12.1,0.4,墙壁电源,2.44,2.57,0.97,2.519,2.462,1.069,T0
22:12.1,0.4,墙壁电源,2.44,2.57,0.97,2.315,2.9,0.851,T1
22:12.2,0.4,墙壁电源,2.44,2.57,0.97,2.559,2.456,1.092,T0
22:12.2,0.4,墙壁电源,2.44,2.57,0.97,2.317,2.84,0.896,T1
22:12.3,0.4,墙壁电源,2.44,2.57,0.97,2.601,2.454,1.104,T0
22:12.3,0.4,墙壁电源,2.44,2.57,0.97,2.319,2.792,0.93,T1
22:12.4,0.4,墙壁电源,2.44,2.57,0.97,2.636,2.46,1.106,T0
22:12.4,0.4,墙壁电源,2.44,2.57,0.97,2.323,2.754,0.961,T1
22:12.5,0.4,墙壁电源,2.44,2.57,0.97,2.658,2.467,1.094,T0
22:12.5,0.4,墙壁电源,2.44,2.57,0.97,2.323,2.725,0.984,T1
22:12.6,0.4,墙壁电源,2.44,2.57,0.97,2.667,2.479,1.07,T0
22:12.6,0.4,墙壁电源,2.44,2.57,0.97,2.314,2.705,0.996,T1
22:12.7,0.4,墙壁电源,2.44,2.57,0.97,2.664,2.489,1.041,T0
22:12.7,0.4,墙壁电源,2.44,2.57,0.97,2.301,2.689,1.002,T1
22:12.8,0.4,墙壁电源,2.44,2.57,0.97,2.651,2.499,1.01,T0
22:12.8,0.4,墙壁电源,2.44,2.57,0.97,2.29,2.675,1.011,T1
22:12.9,0.4,墙壁电源,2.44,2.57,0.97,2.635,2.508,0.983,T0
22:12.9,0.4,墙壁电源,2.44,2.57,0.97,2.28,2.662,1.022,T1
22:13.0,0.4,墙壁电源,2.44,2.57,0.97,2.618,2.513,0.959,T0
22:13.0,0.4,墙壁电源,2.44,2.57,0.97,2.271,2.651,1.031,T1
22:13.1,0.4,墙壁电源,2.44,2.57,0.97,2.602,2.519,0.94,T0
22:13.1,0.4,墙壁电源,2.44,2.57,0.97,2.262,2.639,1.044,T1
22:13.2,0.4,墙壁电源,2.44,2.57,0.97,2.588,2.524,0.926,T0
22:13.2,0.4,墙壁电源,2.44,2.57,0.97,2.261,2.623,1.065,T1
22:13.3,0.4,墙壁电源,2.44,2.57,0.97,2.577,2.526,0.916,T0
22:13.3,0.4,墙壁电源,2.44,2.57,0.97,2.262,2.611,1.083,T1
22:13.4,0.4,墙壁电源,2.44,2.57,0.97,2.569,2.527,0.91,T0
22:13.4,0.4,墙壁电源,2.44,2.57,0.97,2.256,2.608,1.092,T1
22:13.5,0.4,墙壁电源,2.44,2.57,0.97,2.561,2.527,0.905,T0
22:13.5,0.4,墙壁电源,2.44,2.57,0.97,2.25,2.603,1.098,T1
22:13.6,0.4,墙壁电源,2.44,2.57,0.97,2.553,2.527,0.9,T0
22:13.6,0.4,墙壁电源,2.44,2.57,0.97,2.244,2.599,1.104,T1
22:13.7,0.4,墙壁电源,2.44,2.57,0.97,2.548,2.524,0.902,T0
22:13.7,0.4,墙壁电源,2.44,2.57,0.97,2.234,2.599,1.101,T1
22:13.8,0.4,墙壁电源,2.44,2.57,0.97,2.544,2.521,0.903,T0
22:13.8,0.4,墙壁电源,2.44,2.57,0.97,2.225,2.601,1.094,T1
22:13.9,0.4,墙壁电源,2.44,2.57,0.97,2.539,2.519,0.906,T0
22:13.9,0.4,墙壁电源,2.44,2.57,0.97,2.217,2.603,1.088,T1
22:14.0,0.4,墙壁电源,2.44,2.57,0.97,2.535,2.517,0.91,T0
22:14.0,0.4,墙壁电源,2.44,2.57,0.97,2.213,2.604,1.079,T1
22:14.1,0.4,墙壁电源,2.44,2.57,0.97,2.531,2.514,0.915,T0
22:14.1,0.4,墙壁电源,2.44,2.57,0.97,2.209,2.606,1.07,T1
22:14.2,0.4,墙壁电源,2.44,2.57,0.97,2.533,2.51,0.923,T0
22:14.2,0.4,墙壁电源,2.44,2.57,0.97,2.205,2.609,1.06,T1
22:14.3,0.4,墙壁电源,2.44,2.57,0.97,2.534,2.507,0.927,T0
22:14.3,0.4,墙壁电源,2.44,2.57,0.97,2.208,2.607,1.059,T1
22:14.4,0.4,墙壁电源,2.44,2.57,0.97,2.538,2.505,0.929,T0
22:14.4,0.4,墙壁电源,2.44,2.57,0.97,2.216,2.607,1.058,T1
22:14.5,0.4,墙壁电源,2.44,2.57,0.97,2.539,2.504,0.928,T0
22:14.5,0.4,墙壁电源,2.44,2.57,0.97,2.235,2.607,1.068,T1
22:14.6,0.4,墙壁电源,2.44,2.57,0.97,2.542,2.501,0.927,T0
22:14.6,0.4,墙壁电源,2.44,2.57,0.97,2.259,2.607,1.08,T1
22:14.7,0.4,墙壁电源,2.44,2.57,0.97,2.547,2.497,0.928,T0
22:14.7,0.4,墙壁电源,2.44,2.57,0.97,2.287,2.609,1.09,T1
22:14.8,0.4,墙壁电源,2.44,2.57,0.97,2.548,2.493,0.928,T0
22:14.8,0.4,墙壁电源,2.44,2.57,0.97,2.32,2.61,1.1,T1
22:14.9,0.4,墙壁电源,2.44,2.57,0.97,2.545,2.488,0.935,T0
22:14.9,0.4,墙壁电源,2.44,2.57,0.97,2.355,2.611,1.107,T1
22:15.0,0.4,墙壁电源,2.44,2.57,0.97,2.54,2.482,0.953,T0
22:15.0,0.4,墙壁电源,2.44,2.57,0.97,2.389,2.606,1.112,T1
22:15.1,0.4,墙壁电源,2.44,2.57,0.97,2.534,2.474,0.974,T0
22:15.1,0.4,墙壁电源,2.44,2.57,0.97,2.416,2.598,1.108,T1
22:15.2,0.4,墙壁电源,2.44,2.57,0.97,2.526,2.468,0.999,T0
22:15.2,0.4,墙壁电源,2.44,2.57,0.97,2.441,2.585,1.103,T1
22:15.3,0.4,墙壁电源,2.44,2.57,0.97,2.516,2.463,1.029,T0
22:15.3,0.4,墙壁电源,2.44,2.57,0.97,2.466,2.569,1.099,T1
22:15.4,0.4,墙壁电源,2.44,2.57,0.97,2.506,2.457,1.059,T0
22:15.4,0.4,墙壁电源,2.44,2.57,0.97,2.492,2.548,1.098,T1
22:15.5,0.4,墙壁电源,2.44,2.57,0.97,2.506,2.454,1.075,T0
22:15.5,0.4,墙壁电源,2.44,2.57,0.97,2.513,2.531,1.097,T1
22:15.6,0.4,墙壁电源,2.44,2.57,0.97,2.51,2.455,1.079,T0
22:15.6,0.4,墙壁电源,2.44,2.57,0.97,2.532,2.516,1.099,T1
22:15.7,0.4,墙壁电源,2.44,2.57,0.97,2.521,2.461,1.075,T0
22:15.7,0.4,墙壁电源,2.44,2.57,0.97,2.548,2.502,1.1,T1
22:15.8,0.4,墙壁电源,2.44,2.57,0.97,2.533,2.469,1.06,T0
22:15.8,0.4,墙壁电源,2.44,2.57,0.97,2.565,2.49,1.1,T1
22:15.9,0.4,墙壁电源,2.44,2.57,0.97,2.548,2.477,1.036,T0
22:15.9,0.4,墙壁电源,2.44,2.57,0.97,2.581,2.478,1.101,T1
22:16.0,0.4,墙壁电源,2.44,2.57,0.97,2.565,2.487,1.006,T0
22:16.0,0.4,墙壁电源,2.44,2.57,0.97,2.593,2.468,1.099,T1
22:16.1,0.4,墙壁电源,2.44,2.57,0.97,2.575,2.499,0.98,T0
22:16.1,0.4,墙壁电源,2.44,2.57,0.97,2.609,2.452,1.102,T1
22:16.2,0.4,墙壁电源,2.44,2.57,0.97,2.56,2.532,0.943,T0
22:16.2,0.4,墙壁电源,2.44,2.57,0.97,2.629,2.44,1.101,T1
22:16.3,0.4,墙壁电源,2.44,2.57,0.97,2.493,2.609,0.831,T0
22:16.3,0.4,墙壁电源,2.44,2.57,0.97,2.621,2.46,1.083,T1
22:16.4,0.4,墙壁电源,2.44,2.57,0.97,2.426,2.676,0.736,T0
22:16.4,0.4,墙壁电源,2.44,2.57,0.97,2.616,2.48,1.06,T1
22:16.5,0.4,墙壁电源,2.44,2.57,0.97,2.368,2.722,0.676,T0
22:16.5,0.4,墙壁电源,2.44,2.57,0.97,2.607,2.501,1.03,T1
22:16.6,0.4,墙壁电源,2.44,2.57,0.97,2.315,2.745,0.634,T0
22:16.6,0.4,墙壁电源,2.44,2.57,0.97,2.535,2.584,0.949,T1
22:16.7,0.4,墙壁电源,2.44,2.57,0.97,2.447,2.681,0.833,T1
22:16.8,0.4,墙壁电源,2.44,2.57,0.97,2.259,2.684,0.661,T0
22:16.8,0.4,墙壁电源,2.44,2.57,0.97,2.368,2.756,0.758,T1
22:16.9,0.4,墙壁电源,2.44,2.57,0.97,2.306,2.559,0.786,T0
22:16.9,0.4,墙壁电源,2.44,2.57,0.97,2.323,2.785,0.714,T1
22:17.0,0.4,墙壁电源,2.44,2.57,0.97,2.366,2.418,0.914,T0
22:17.0,0.4,墙壁电源,2.44,2.57,0.97,2.327,2.742,0.709,T1
22:17.1,0.4,墙壁电源,2.44,2.57,0.97,2.42,2.285,1.019,T0
22:17.1,0.4,墙壁电源,2.44,2.57,0.97,2.273,2.762,0.668,T1
22:17.2,0.4,墙壁电源,2.44,2.57,0.97,2.281,2.713,0.673,T1
22:18.6,0.4,焊机电源,1.45,2.1,0.39,1.731,2.325,0.516,T1
22:20.5,0.4,焊机电源,1.45,2.1,0.39,1.458,2.023,0.75,T1
22:20.6,0.4,焊机电源,1.45,2.1,0.39,1.351,2.159,0.486,T1
22:20.7,0.4,焊机电源,1.45,2.1,0.39,1.218,2.247,0.333,T1
22:20.8,0.4,焊机电源,1.45,2.1,0.39,1.141,2.279,0.232,T1
22:21.4,0.4,焊机电源,1.45,2.1,0.39,1.097,2.093,0.426,T1
22:21.5,0.4,焊机电源,1.45,2.1,0.39,1.204,1.957,0.59,T1
22:22.5,0.4,接地夹下端,3.02,1.53,1.61,2.853,1.464,1.262,T0
22:22.6,0.4,接地夹下端,3.02,1.53,1.61,2.95,1.515,1.273,T0
22:22.7,0.4,接地夹下端,3.02,1.53,1.61,3.073,1.57,1.267,T0
22:22.9,0.4,焊把钳下端,3.02,1.15,1.56,2.76,1.409,1.408,T1
22:22.9,0.4,接地夹下端,3.02,1.53,1.61,2.76,1.409,1.408,T1
22:23.0,0.4,焊把钳下端,3.02,1.15,1.56,2.901,1.415,1.44,T1
22:23.0,0.4,接地夹下端,3.02,1.53,1.61,2.901,1.415,1.44,T1
22:23.1,0.4,焊把钳下端,3.02,1.15,1.56,3.054,1.399,1.466,T1
22:23.1,0.4,接地夹下端,3.02,1.53,1.61,3.054,1.399,1.466,T1
22:23.2,0.4,焊把钳下端,3.02,1.15,1.56,3.187,1.382,1.493,T1
22:23.2,0.4,接地夹下端,3.02,1.53,1.61,3.187,1.382,1.493,T1
22:23.3,0.4,焊把钳下端,3.02,1.15,1.56,3.298,1.363,1.512,T1
22:23.3,0.4,接地夹下端,3.02,1.53,1.61,3.298,1.363,1.512,T1
22:26.8,0.4,接地夹下端,3.02,1.53,1.61,3.339,1.466,1.478,T1
22:26.9,0.4,接地夹下端,3.02,1.53,1.61,3.202,1.518,1.493,T1
22:27.0,0.4,接地夹下端,3.02,1.53,1.61,3.05,1.605,1.499,T1
22:27.1,0.4,接地夹下端,3.02,1.53,1.61,2.887,1.713,1.494,T1
22:27.2,0.4,接地夹下端,3.02,1.53,1.61,2.834,1.746,1.403,T1
22:27.4,0.4,接地夹下端,3.02,1.53,1.61,3.166,1.681,1.31,T0
22:27.5,0.4,接地夹下端,3.02,1.53,1.61,3.076,1.639,1.3,T0
22:27.5,0.4,墙壁电源,2.44,2.57,0.97,2.388,2.247,1.098,T1
22:27.6,0.4,接地夹下端,3.02,1.53,1.61,3.007,1.604,1.284,T0
22:27.6,0.4,墙壁电源,2.44,2.57,0.97,2.229,2.414,0.941,T1
22:27.7,0.4,接地夹下端,3.02,1.53,1.61,2.956,1.576,1.263,T0
22:27.8,0.4,接地夹下端,3.02,1.53,1.61,2.914,1.552,1.24,T0
22:31.8,0.4,焊机电源,1.45,2.1,0.39,1.554,2.438,0.278,T1
22:31.9,0.4,焊机电源,1.45,2.1,0.39,1.511,2.423,0.187,T1
22:32.0,0.4,焊机电源,1.45,2.1,0.39,1.515,2.352,0.329,T1
22:32.1,0.4,焊机电源,1.45,2.1,0.39,1.534,2.255,0.503,T1
22:32.2,0.4,焊机电源,1.45,2.1,0.39,1.553,2.149,0.638,T1
22:41.5,0.4,待焊钢板,0.81,0.46,0,0.682,0.621,0.085,T1
22:41.6,0.4,待焊钢板,0.81,0.46,0,0.712,0.599,-0.151,T1
22:41.7,0.4,待焊钢板,0.81,0.46,0,0.732,0.578,-0.209,T1
22:42.0,0.4,待焊钢板,0.81,0.46,0,0.781,0.518,-0.393,T1
22:42.1,0.4,待焊钢板,0.81,0.46,0,0.798,0.492,-0.392,T1
22:42.2,0.4,待焊钢板,0.81,0.46,0,0.811,0.471,-0.394,T1
22:45.0,0.4,待焊钢板,0.81,0.46,0,0.833,0.467,-0.258,T1
22:45.1,0.4,待焊钢板,0.81,0.46,0,0.834,0.497,-0.068,T1
22:45.2,0.4,待焊钢板,0.81,0.46,0,0.84,0.519,0.123,T1
22:45.3,0.4,待焊钢板,0.81,0.46,0,0.847,0.531,0.319,T1
